2203
idno,freehms,gincdif,lrscale,impcntr,euftf,group
29137,-0,-0,0,-1,-1,2
29154,0.5,-0,0.19999999999999996,0.33333333333333337,0.6000000000000001,3
29158,-1,0.5,0.3999999999999999,0.33333333333333337,1,3
29179,0.5,0.5,0,-0.33333333333333326,1,3
29194,1,-0.5,0.19999999999999996,1,1,1
29206,1,0.5,-0.6,0.33333333333333337,0.19999999999999996,5
29234,-0.5,0.5,-0.19999999999999996,0.33333333333333337,-0.19999999999999996,5
29303,0.5,0.5,-0.19999999999999996,0.33333333333333337,1,5
29336,1,-1,0,0.33333333333333337,0.6000000000000001,6
29431,-0,0.5,0.3999999999999999,-1,1,5
29442,1,-0,0,0.33333333333333337,0.6000000000000001,2
29516,1,0.5,-0.19999999999999996,1,0.3999999999999999,5
29639,1,1,0,0.33333333333333337,0,2
29641,0.5,0.5,0,-0.33333333333333326,0.3999999999999999,2
29728,1,0.5,-0.6,1,1,3
29760,1,0.5,-0.8,-0.33333333333333326,0.3999999999999999,1
29792,0.5,0.5,0,-0.33333333333333326,1,3
29812,1,-0.5,-0.19999999999999996,1,1,2
29823,1,0.5,-0.8,0.33333333333333337,0.3999999999999999,4
29900,1,1,-1,-0.33333333333333326,0,6
29905,1,0.5,1,1,0.3999999999999999,2
29962,1,0.5,0,-0.33333333333333326,0.3999999999999999,3
29982,0.5,1,0,0.33333333333333337,0.3999999999999999,2
30089,0.5,1,0,0.33333333333333337,-0.19999999999999996,6
30092,0.5,0.5,-0.6,-0.33333333333333326,0.6000000000000001,6
30161,0.5,0.5,1,1,0.19999999999999996,1
30208,1,0.5,-0.4,0.33333333333333337,-0.4,2
30227,0.5,-0.5,0.19999999999999996,0.33333333333333337,-0.19999999999999996,2
30233,1,-0,0,0.33333333333333337,0.6000000000000001,2
30258,-0.5,-0.5,0.19999999999999996,-0.33333333333333326,0.6000000000000001,2
30260,0.5,0.5,0,-0.33333333333333326,0.6000000000000001,6
30268,0.5,0.5,0,1,0.6000000000000001,5
30275,-0,-0,0,-0.33333333333333326,0,2
30328,-0.5,0.5,-0.4,-0.33333333333333326,0.3999999999999999,2
30380,1,1,0,-0.33333333333333326,0,2
30422,1,-0,0.3999999999999999,0.33333333333333337,0.6000000000000001,2
30441,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.19999999999999996,2
30472,1,-0,-0.19999999999999996,0.33333333333333337,0,5
30509,0.5,0.5,0,0.33333333333333337,0.6000000000000001,5
30523,0.5,0.5,0,-0.33333333333333326,1,2
30528,1,0.5,-0.19999999999999996,-0.33333333333333326,0,2
30548,1,-0.5,-0.19999999999999996,1,1,5
30552,0.5,0.5,-0.19999999999999996,1,0.6000000000000001,5
30581,0.5,0.5,0.3999999999999999,0.33333333333333337,-0.6,6
30657,1,0.5,0,1,1,1
30665,1,0.5,0,0.33333333333333337,0.3999999999999999,5
30666,0.5,1,-0.6,0.33333333333333337,1,2
30691,-0,0.5,0,-0.33333333333333326,0.3999999999999999,1
30760,0.5,-0,-0.19999999999999996,1,0.19999999999999996,2
30822,0.5,-0,0.3999999999999999,-0.33333333333333326,0.6000000000000001,2
30912,1,0.5,-0.19999999999999996,1,0,4
30990,0.5,1,-0.4,0.33333333333333337,0.8,6
30993,0.5,1,-1,0.33333333333333337,0.6000000000000001,2
31038,0.5,-0.5,0,-0.33333333333333326,0,6
31044,0.5,0.5,0.19999999999999996,0.33333333333333337,0,6
31073,0.5,-0.5,-0.8,-0.33333333333333326,1,2
31117,1,-0.5,0.3999999999999999,-1,-0.4,1
31140,1,-0,0,0.33333333333333337,0,2
31242,0.5,1,0.19999999999999996,-0.33333333333333326,-0.6,6
31262,0.5,-0,0,-0.33333333333333326,-0.19999999999999996,6
31280,1,-1,-0.4,1,0.8,2
31304,1,1,0.6000000000000001,0.33333333333333337,1,1
31337,1,0.5,0,0.33333333333333337,0,2
31375,1,-0.5,-0.4,1,1,4
31410,0.5,1,0,-0.33333333333333326,0.3999999999999999,4
31415,0.5,0.5,0,-0.33333333333333326,-0.4,5
31448,0.5,0.5,0,0.33333333333333337,0.6000000000000001,6
31463,0.5,0.5,-0.4,1,1,3
31574,-0,0.5,0.3999999999999999,-0.33333333333333326,0.19999999999999996,5
31639,-1,-0.5,-0.19999999999999996,0.33333333333333337,1,5
31657,1,0.5,0,0.33333333333333337,0.8,1
31733,0.5,1,0.8,-0.33333333333333326,-1,2
31763,0.5,0.5,-0.4,1,-1,2
31820,1,-0.5,0,0.33333333333333337,1,3
31875,1,-0,0,-1,-0.8,3
31904,1,1,0,0.33333333333333337,0.19999999999999996,5
31907,1,1,0,-0.33333333333333326,0.6000000000000001,6
31921,-1,0.5,-1,1,0.8,2
31936,0.5,1,0,0.33333333333333337,0.6000000000000001,6
31946,1,0.5,-0.19999999999999996,0.33333333333333337,0.3999999999999999,2
31982,1,0.5,0,-0.33333333333333326,-0.4,5
32008,1,-0,-0.19999999999999996,0.33333333333333337,0.6000000000000001,6
32036,0.5,-1,0,-1,1,5
32040,0.5,-1,-0.4,-0.33333333333333326,0.8,5
32082,0.5,0.5,0.19999999999999996,0.33333333333333337,-0.4,3
32149,0.5,1,0.3999999999999999,0.33333333333333337,0,2
32156,1,0.5,0,0.33333333333333337,0.6000000000000001,6
32232,0.5,0.5,0,-0.33333333333333326,0.3999999999999999,1
32248,1,-0.5,-0.4,0.33333333333333337,1,6
32373,0.5,1,1,-0.33333333333333326,-0.19999999999999996,2
32403,1,0.5,-1,1,1,2
32407,0.5,-0.5,-0.19999999999999996,-0.33333333333333326,0.8,3
32409,1,1,0,0.33333333333333337,0.19999999999999996,5
32411,1,0.5,-0.6,1,0.6000000000000001,4
32416,-0,-0.5,0.19999999999999996,-0.33333333333333326,0.3999999999999999,4
32468,-0.5,0.5,-0.19999999999999996,-0.33333333333333326,-0.4,2
32511,0.5,0.5,0,1,1,1
32575,0.5,-0,0,0.33333333333333337,0.8,1
32600,1,1,0.19999999999999996,1,0,2
32609,-0,0.5,0,-0.33333333333333326,0.6000000000000001,1
32631,1,1,0.3999999999999999,0.33333333333333337,-0.6,2
32635,1,1,0,-0.33333333333333326,1,2
32646,0.5,0.5,-0.6,1,0.6000000000000001,6
32664,0.5,-0.5,0,0.33333333333333337,0.6000000000000001,5
32703,0.5,0.5,0.3999999999999999,0.33333333333333337,0.6000000000000001,1
32714,1,0.5,-0.8,0.33333333333333337,-0.4,6
32727,1,0.5,-0.4,0.33333333333333337,0,1
32748,-1,0.5,0,-0.33333333333333326,-0.8,2
32762,1,1,-0.4,1,0,3
32781,1,1,0,-0.33333333333333326,0.6000000000000001,6
32785,-0.5,0.5,-0.4,0.33333333333333337,0.3999999999999999,6
32844,1,0.5,-0.19999999999999996,0.33333333333333337,-0.19999999999999996,3
32862,1,0.5,-0.4,1,1,3
32890,0.5,0.5,0,-0.33333333333333326,-0.8,2
32905,-0,1,-0.4,-0.33333333333333326,-0.6,5
32913,0.5,0.5,0.8,0.33333333333333337,-0.4,5
32915,0.5,0.5,0,0.33333333333333337,0.6000000000000001,1
32986,0.5,0.5,-0.8,0.33333333333333337,-0.4,1
33030,0.5,0.5,0,-0.33333333333333326,0.8,6
33052,0.5,0.5,-0.6,1,0,6
33103,1,0.5,-0.19999999999999996,0.33333333333333337,1,2
33183,0.5,0.5,-0.19999999999999996,-0.33333333333333326,0.8,2
33213,1,-0.5,0.3999999999999999,0.33333333333333337,1,3
33220,0.5,-0.5,0,-0.33333333333333326,0,3
33267,0.5,0.5,0,-0.33333333333333326,0.19999999999999996,4
33272,0.5,-0,0.3999999999999999,-0.33333333333333326,0.6000000000000001,4
33282,1,1,-0.6,1,0.6000000000000001,4
33301,-0,-0,0.3999999999999999,0.33333333333333337,0,2
33302,1,-0.5,-0.4,0.33333333333333337,0.8,5
33311,1,-0,0,0.33333333333333337,0.8,1
33328,-0,1,0,1,-0.19999999999999996,5
33347,1,-0.5,-0.19999999999999996,0.33333333333333337,0,5
33399,0.5,0.5,-0.4,1,0,2
33441,1,-1,-0.19999999999999996,1,0.8,3
33458,0.5,0.5,0,0.33333333333333337,0,2
33462,0.5,-0.5,0,0.33333333333333337,0.3999999999999999,2
33465,0.5,0.5,0.19999999999999996,0.33333333333333337,1,3
33513,0.5,-1,-0.19999999999999996,1,0.3999999999999999,4
33582,1,0.5,0,-0.33333333333333326,0.6000000000000001,4
33640,0.5,0.5,-0.4,0.33333333333333337,0.6000000000000001,2
33736,0.5,-1,0.3999999999999999,-0.33333333333333326,0.3999999999999999,2
33845,0.5,-0,0,-0.33333333333333326,0,1
33852,1,1,-0.19999999999999996,0.33333333333333337,1,5
33904,1,1,0,0.33333333333333337,-0.4,3
33958,1,1,0,0.33333333333333337,0.3999999999999999,2
33974,-0.5,-0,-0.8,-0.33333333333333326,-0.6,6
33984,-1,1,-0.4,1,-0.6,4
33998,1,1,-0.4,1,1,3
34003,0.5,-0.5,0,0.33333333333333337,0.8,4
34014,0.5,0.5,0.19999999999999996,0.33333333333333337,0.3999999999999999,3
34047,-0.5,-0,-0.4,-1,-0.19999999999999996,2
34081,0.5,1,-0.4,1,0.6000000000000001,3
34094,1,1,0,-0.33333333333333326,1,6
34118,0.5,0.5,0,1,0.6000000000000001,2
34128,1,0.5,0.6000000000000001,-0.33333333333333326,-0.6,6
34170,1,0.5,0,0.33333333333333337,0.8,2
34179,0.5,1,-0.19999999999999996,1,1,3
34229,-0,0.5,0,1,0.6000000000000001,5
34238,0.5,0.5,-0.4,0.33333333333333337,0,3
34250,0.5,1,-0.4,0.33333333333333337,-0.4,3
34254,0.5,1,-0.6,0.33333333333333337,0.19999999999999996,2
34281,1,0.5,0,0.33333333333333337,0.6000000000000001,2
34382,0.5,-0,0,0.33333333333333337,0.6000000000000001,5
34418,1,0.5,-0.8,1,0,2
34441,1,1,-0.6,1,1,1
34519,0.5,-0,0.19999999999999996,0.33333333333333337,-0.19999999999999996,2
34524,0.5,-0.5,0.3999999999999999,-0.33333333333333326,-0.8,2
34540,0.5,0.5,0,-0.33333333333333326,0.3999999999999999,5
34555,1,1,0,0.33333333333333337,-0.6,3
34602,1,0.5,-0.4,1,0.8,6
34678,0.5,0.5,0,1,0.6000000000000001,2
34679,0.5,-0,0,0.33333333333333337,0.6000000000000001,2
34796,-0,0.5,0.3999999999999999,0.33333333333333337,1,3
34871,1,1,-1,1,0,2
34882,-0.5,-0,0.6000000000000001,-0.33333333333333326,0,6
34914,-0,-0,0.19999999999999996,0.33333333333333337,0.6000000000000001,5
34951,1,0.5,-0.4,-1,0,3
34979,1,-0,-0.19999999999999996,0.33333333333333337,0.3999999999999999,2
35009,1,0.5,-0.19999999999999996,-0.33333333333333326,0.3999999999999999,6
35040,-0.5,0.5,-0.19999999999999996,0.33333333333333337,1,6
35045,-0,0.5,0.19999999999999996,-0.33333333333333326,1,2
35075,1,1,-0.6,1,-0.6,2
35082,1,0.5,0,-0.33333333333333326,0.3999999999999999,5
35168,0.5,0.5,0,0.33333333333333337,0,5
35221,0.5,-0.5,-0.6,0.33333333333333337,0.6000000000000001,2
35269,0.5,1,-0.8,1,0,6
35309,1,-0,0,1,0.8,5
35312,1,0.5,0,0.33333333333333337,0,5
35317,1,-0,0.19999999999999996,0.33333333333333337,0.8,2
35359,-0,0.5,0,1,0,2
35520,1,0.5,-0.19999999999999996,0.33333333333333337,0,2
35582,1,0.5,0,-0.33333333333333326,0.3999999999999999,1
35636,-1,0.5,0,0.33333333333333337,0,2
35641,1,1,0.3999999999999999,1,1,5
35643,-0.5,-0.5,0,-0.33333333333333326,0,6
35659,1,-0,0.19999999999999996,0.33333333333333337,0.3999999999999999,4
35691,1,1,-0.19999999999999996,0.33333333333333337,0,6
35726,-0,0.5,-1,1,0,6
35731,1,1,-0.4,1,1,4
35758,1,1,0,1,-0.4,5
35811,1,0.5,-0.6,0.33333333333333337,0,2
35813,1,0.5,0,1,1,6
35838,0.5,0.5,0,0.33333333333333337,0.8,6
35844,-0.5,-0,0,-0.33333333333333326,-0.4,2
35855,0.5,1,-0.19999999999999996,1,0.8,5
35861,1,-0,-0.19999999999999996,0.33333333333333337,0.3999999999999999,1
35875,-0,0.5,0,0.33333333333333337,0.19999999999999996,6
35914,-0.5,0.5,0,0.33333333333333337,-0.4,2
35950,0.5,0.5,-0.19999999999999996,1,-1,3
35970,1,0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,1
35978,0.5,0.5,0,0.33333333333333337,0.6000000000000001,3
36009,0.5,-0,0,0.33333333333333337,0,5
36055,1,1,-0.4,0.33333333333333337,1,6
36153,1,1,0,1,0,3
36183,1,1,0,-0.33333333333333326,-0.4,2
36187,1,0.5,-0.19999999999999996,-0.33333333333333326,0.3999999999999999,6
36193,-0,-0,-0.6,-1,0,2
36196,1,0.5,-0.19999999999999996,0.33333333333333337,0.19999999999999996,2
36221,1,0.5,-0.19999999999999996,0.33333333333333337,1,6
36224,0.5,0.5,-0.4,-0.33333333333333326,0.6000000000000001,2
36284,1,1,-0.19999999999999996,1,1,1
36296,0.5,-0,0,1,0.6000000000000001,4
36413,0.5,0.5,-0.19999999999999996,-0.33333333333333326,-0.19999999999999996,5
36419,1,0.5,-0.4,-0.33333333333333326,1,3
36435,1,1,-0.6,-0.33333333333333326,-1,6
36437,0.5,0.5,-0.4,0.33333333333333337,0.6000000000000001,5
36452,0.5,-0.5,0.19999999999999996,-0.33333333333333326,-0.19999999999999996,6
36467,0.5,0.5,0,0.33333333333333337,0.19999999999999996,1
36468,1,0.5,0.19999999999999996,0.33333333333333337,-1,2
36490,0.5,0.5,0,0.33333333333333337,1,2
36493,1,0.5,-0.19999999999999996,0.33333333333333337,0,6
36505,0.5,-0.5,0.3999999999999999,-0.33333333333333326,-0.4,3
36517,0.5,0.5,0,0.33333333333333337,-0.4,1
36593,-0.5,0.5,0.6000000000000001,-0.33333333333333326,0,4
36674,0.5,0.5,-0.4,0.33333333333333337,0.6000000000000001,3
36706,1,1,-0.6,1,0.6000000000000001,5
36729,1,1,0,0.33333333333333337,0,2
36737,1,-0.5,-0.6,-0.33333333333333326,-1,4
36738,0.5,0.5,0,-0.33333333333333326,-0.6,6
36772,0.5,-0,0.19999999999999996,1,0.3999999999999999,6
36776,1,1,-0.19999999999999996,0.33333333333333337,0.6000000000000001,5
36778,1,0.5,0.19999999999999996,0.33333333333333337,0.19999999999999996,2
36791,0.5,0.5,0,0.33333333333333337,0.19999999999999996,2
36850,1,-0.5,-0.19999999999999996,-0.33333333333333326,-1,3
36865,0.5,1,0,0.33333333333333337,0,2
36866,0.5,-0,0,0.33333333333333337,0.3999999999999999,6
36875,1,1,-0.6,-0.33333333333333326,0.3999999999999999,6
36909,0.5,1,-0.19999999999999996,-0.33333333333333326,-0.4,6
36940,1,1,-0.4,0.33333333333333337,0.8,6
36941,0.5,0.5,0,0.33333333333333337,0.6000000000000001,3
36949,0.5,0.5,0,-0.33333333333333326,-0.8,3
36956,1,-0,-0.6,0.33333333333333337,0.19999999999999996,1
37088,0.5,1,0,0.33333333333333337,1,3
37154,-0,0.5,0,-0.33333333333333326,0,5
37169,0.5,-1,0.19999999999999996,-0.33333333333333326,-0.4,2
37264,0.5,-0.5,-0.19999999999999996,0.33333333333333337,0.19999999999999996,5
37357,-1,0.5,0,0.33333333333333337,1,6
37373,1,0.5,0,1,1,2
37377,0.5,0.5,-0.8,1,0.6000000000000001,4
37403,0.5,0.5,0,0.33333333333333337,0.19999999999999996,1
37425,1,0.5,0.19999999999999996,1,0.6000000000000001,3
37430,1,1,0,0.33333333333333337,1,3
37456,1,1,0,0.33333333333333337,0.6000000000000001,1
37487,-0,1,0,-0.33333333333333326,0.19999999999999996,6
37493,0.5,-0,-0.19999999999999996,0.33333333333333337,0.3999999999999999,2
37495,-0,0.5,0.6000000000000001,1,0.8,5
37652,1,0.5,-0.6,1,0.3999999999999999,5
37660,1,0.5,0.19999999999999996,0.33333333333333337,0.6000000000000001,5
37671,1,0.5,-0.6,0.33333333333333337,0.8,5
37719,1,-0,-0.19999999999999996,0.33333333333333337,0.3999999999999999,5
37759,1,1,0,0.33333333333333337,0,1
37780,0.5,0.5,0.6000000000000001,1,0.6000000000000001,5
37825,1,-0,0.6000000000000001,-0.33333333333333326,-0.4,1
37826,0.5,0.5,0,-0.33333333333333326,0.3999999999999999,6
37846,0.5,0.5,0,-0.33333333333333326,0.8,1
37881,1,1,-0.6,1,0.8,3
37909,1,1,-0.4,1,1,6
37938,0.5,0.5,0,0.33333333333333337,0.19999999999999996,5
37951,0.5,0.5,-0.4,0.33333333333333337,0.6000000000000001,5
37989,1,0.5,-0.4,-0.33333333333333326,0,2
38078,0.5,0.5,0,-1,0,6
38084,1,0.5,0,0.33333333333333337,1,2
38134,0.5,0.5,0,-0.33333333333333326,-0.4,1
38144,0.5,0.5,-0.4,0.33333333333333337,0,2
38252,0.5,1,0,0.33333333333333337,0,2
38255,0.5,1,-0.4,-1,-1,2
38266,-1,-0.5,0,-0.33333333333333326,0.6000000000000001,4
38286,0.5,-0,-0.19999999999999996,0.33333333333333337,0.8,5
38299,0.5,0.5,-0.4,0.33333333333333337,1,1
38320,0.5,0.5,0,-0.33333333333333326,0.6000000000000001,5
38326,0.5,-0.5,0,1,0.3999999999999999,2
38332,-0,-0,-0.6,-0.33333333333333326,0,6
38342,-0,1,-1,0.33333333333333337,-1,2
38394,0.5,0.5,0,0.33333333333333337,-1,2
38400,0.5,-0,-0.4,0.33333333333333337,-0.6,5
38404,-0,1,-0.4,-0.33333333333333326,-0.4,5
38470,0.5,0.5,0,0.33333333333333337,0,1
38486,1,-1,0,-0.33333333333333326,0.19999999999999996,3
38495,0.5,0.5,0,0.33333333333333337,-1,6
38547,1,0.5,0,0.33333333333333337,0,5
38582,0.5,0.5,-0.19999999999999996,0.33333333333333337,0.3999999999999999,2
38689,1,0.5,-0.19999999999999996,1,0,1
38707,0.5,-0.5,0.6000000000000001,0.33333333333333337,0.6000000000000001,1
38739,1,1,0,0.33333333333333337,1,3
38766,1,1,-1,1,1,6
38796,1,0.5,0.19999999999999996,0.33333333333333337,1,6
38811,1,0.5,0.19999999999999996,0.33333333333333337,1,5
38816,1,0.5,-1,1,-0.4,3
38851,1,0.5,-0.8,1,0.6000000000000001,5
38889,1,1,-0.4,1,1,2
39016,0.5,0.5,-1,1,0.19999999999999996,2
39047,0.5,0.5,-0.4,1,0.3999999999999999,2
39135,1,0.5,-0.6,0.33333333333333337,0.8,2
39265,0.5,-0,0.3999999999999999,0.33333333333333337,0.3999999999999999,5
39272,1,0.5,0,0.33333333333333337,1,1
39288,1,0.5,-0.4,1,1,2
39325,1,0.5,-0.19999999999999996,1,0,5
39334,1,0.5,-0.4,0.33333333333333337,0.19999999999999996,4
39383,0.5,1,-0.4,0.33333333333333337,0.6000000000000001,1
39390,0.5,0.5,0,0.33333333333333337,0.19999999999999996,3
39403,0.5,1,0,-0.33333333333333326,0.19999999999999996,5
39502,1,0.5,0,1,0,6
39532,1,0.5,0,0.33333333333333337,-0.6,3
39582,0.5,1,0,-1,0,2
39592,0.5,0.5,-0.6,1,0.6000000000000001,3
39626,0.5,0.5,0,-0.33333333333333326,0.6000000000000001,6
39670,0.5,1,-0.19999999999999996,0.33333333333333337,0.6000000000000001,5
39679,1,-0.5,0.19999999999999996,-1,-1,1
39703,-0,1,0.6000000000000001,0.33333333333333337,0.3999999999999999,2
39746,1,-0,-0.4,0.33333333333333337,0.8,6
39807,1,1,-0.4,1,-0.19999999999999996,5
39833,0.5,0.5,0,-0.33333333333333326,0.19999999999999996,5
39866,-0,0.5,0,0.33333333333333337,1,2
39947,0.5,1,0.6000000000000001,-0.33333333333333326,0.6000000000000001,2
39996,1,-0,0,0.33333333333333337,-0.19999999999999996,3
40047,1,1,0.19999999999999996,-0.33333333333333326,-0.19999999999999996,2
40117,0.5,-0.5,0.3999999999999999,0.33333333333333337,-0.4,5
40163,1,1,-0.6,0.33333333333333337,-0.4,6
40204,1,1,-0.8,1,1,1
40217,0.5,0.5,0.6000000000000001,-0.33333333333333326,0.8,5
40228,1,-0,0,1,0.6000000000000001,2
40235,1,1,0,1,1,1
40302,-0.5,0.5,-0.19999999999999996,0.33333333333333337,-0.19999999999999996,2
40392,1,0.5,-0.4,0.33333333333333337,0.3999999999999999,5
40456,-0.5,0.5,-0.4,1,0.6000000000000001,5
40500,0.5,0.5,0,-0.33333333333333326,-0.6,6
40506,0.5,0.5,-1,1,0.19999999999999996,2
40517,1,0.5,0,0.33333333333333337,0,2
40549,1,1,0.19999999999999996,-0.33333333333333326,0.6000000000000001,5
40562,1,0.5,-0.19999999999999996,1,1,6
40644,0.5,-0,0,1,0,4
40645,-0.5,-0.5,0.3999999999999999,-0.33333333333333326,-0.6,2
40661,1,1,-1,0.33333333333333337,1,2
40702,1,1,-0.19999999999999996,0.33333333333333337,0.19999999999999996,2
40739,0.5,-0,0,0.33333333333333337,1,2
40773,0.5,-0,0.3999999999999999,-0.33333333333333326,-0.8,2
40831,1,0.5,0,0.33333333333333337,0,4
40840,1,-0,0,1,0.3999999999999999,2
40845,0.5,0.5,-0.8,-0.33333333333333326,0.19999999999999996,5
40853,1,1,-0.4,1,0.6000000000000001,3
40856,1,0.5,-0.4,1,1,1
40898,1,1,-0.6,0.33333333333333337,1,6
40962,1,-0,-0.19999999999999996,1,0,6
41079,0.5,0.5,0,0.33333333333333337,0.6000000000000001,5
41095,-0.5,1,-0.19999999999999996,0.33333333333333337,0.8,2
41100,0.5,-0,0,-0.33333333333333326,1,6
41161,0.5,0.5,0,0.33333333333333337,0.3999999999999999,3
41167,0.5,0.5,0,0.33333333333333337,-0.19999999999999996,3
41194,0.5,1,-0.4,0.33333333333333337,0.3999999999999999,2
41204,0.5,-0,0,0.33333333333333337,0.8,5
41216,1,-0,0.19999999999999996,0.33333333333333337,1,2
41301,1,1,-1,1,0.6000000000000001,5
41321,1,1,1,0.33333333333333337,0,4
41325,0.5,0.5,0,0.33333333333333337,0.6000000000000001,1
41410,0.5,0.5,0,-0.33333333333333326,0.6000000000000001,2
41411,1,-0.5,0,1,0,1
41416,-0.5,0.5,0,-0.33333333333333326,-0.19999999999999996,5
41486,0.5,-0,-0.6,1,0.8,2
41518,0.5,-0,0,-0.33333333333333326,0.19999999999999996,6
41528,0.5,-0,0.19999999999999996,-1,-0.19999999999999996,3
41531,0.5,-1,0.6000000000000001,-0.33333333333333326,-0.6,4
41544,1,0.5,-1,1,0.3999999999999999,3
41550,0.5,-0,-0.6,-1,-0.19999999999999996,5
41598,1,1,-0.6,0.33333333333333337,1,2
41641,1,0.5,0.3999999999999999,-0.33333333333333326,0.6000000000000001,5
41651,1,-0,-0.19999999999999996,-0.33333333333333326,-0.19999999999999996,1
41775,1,0.5,0,1,1,2
41793,0.5,1,-0.19999999999999996,-0.33333333333333326,0.8,5
41807,1,0.5,-0.19999999999999996,0.33333333333333337,0.8,2
41908,0.5,-0.5,0,-0.33333333333333326,0.19999999999999996,5
41930,1,0.5,0,0.33333333333333337,-1,1
42087,1,0.5,-0.19999999999999996,1,0.6000000000000001,2
42098,1,-0.5,0,0.33333333333333337,1,2
42105,1,1,-0.6,0.33333333333333337,1,5
42176,0.5,-0.5,0,1,0.8,2
42235,0.5,0.5,0,0.33333333333333337,0.19999999999999996,2
42256,0.5,0.5,0.3999999999999999,0.33333333333333337,0.6000000000000001,1
42304,1,0.5,-0.4,0.33333333333333337,0.6000000000000001,2
42321,1,1,-0.4,1,1,2
42325,-0,0.5,0,0.33333333333333337,0.3999999999999999,5
42326,1,1,-0.4,1,-0.19999999999999996,5
42351,1,0.5,0.3999999999999999,0.33333333333333337,0.6000000000000001,1
42384,0.5,0.5,0,0.33333333333333337,0.6000000000000001,2
42406,1,1,-1,1,1,2
42419,1,1,-0.6,0.33333333333333337,0.8,2
42444,0.5,0.5,-0.8,0.33333333333333337,0.19999999999999996,3
42450,1,-0,0,-0.33333333333333326,0,3
42452,1,0.5,0.19999999999999996,0.33333333333333337,0.8,1
42459,0.5,0.5,0.6000000000000001,-0.33333333333333326,-0.6,3
42496,1,-0,-0.19999999999999996,1,1,3
42521,0.5,-0.5,0,-0.33333333333333326,0.8,6
42536,1,1,0,0.33333333333333337,0,2
42546,0.5,1,0,-0.33333333333333326,0,1
42582,0.5,0.5,0.19999999999999996,0.33333333333333337,0,6
42615,0.5,0.5,0,-0.33333333333333326,1,3
42619,1,1,-0.4,0.33333333333333337,-0.19999999999999996,5
42621,0.5,0.5,0,0.33333333333333337,1,2
42636,-0,0.5,-0.19999999999999996,-0.33333333333333326,0.3999999999999999,5
42647,0.5,-0,0,0.33333333333333337,0.6000000000000001,2
42704,-0,0.5,0,0.33333333333333337,0.8,5
42716,0.5,1,0.6000000000000001,-0.33333333333333326,0.6000000000000001,6
42778,1,0.5,-0.4,0.33333333333333337,0.3999999999999999,2
42797,0.5,1,0,-1,-1,6
42798,1,0.5,-0.4,1,0.19999999999999996,6
42831,1,1,-0.19999999999999996,0.33333333333333337,0.6000000000000001,6
42851,-0,1,-0.19999999999999996,0.33333333333333337,0,6
42871,0.5,-0,0,1,-1,3
42882,1,-0.5,-0.19999999999999996,0.33333333333333337,0.6000000000000001,6
42889,0.5,1,-0.19999999999999996,-0.33333333333333326,1,5
42919,-0,0.5,0.19999999999999996,0.33333333333333337,0,5
42924,1,1,-0.4,1,0.19999999999999996,6
42933,0.5,0.5,-0.19999999999999996,-0.33333333333333326,0.3999999999999999,6
42990,1,1,-0.4,0.33333333333333337,0.8,5
43029,1,0.5,-1,1,-0.4,6
43045,1,-0.5,0.19999999999999996,0.33333333333333337,0.3999999999999999,5
43060,0.5,0.5,-0.4,0.33333333333333337,0.6000000000000001,5
43115,0.5,-0,0.19999999999999996,0.33333333333333337,-0.4,2
43173,-0.5,-0.5,-1,1,-0.6,2
43260,1,1,0,0.33333333333333337,-0.19999999999999996,2
43327,0.5,0.5,-0.19999999999999996,-0.33333333333333326,-0.19999999999999996,2
43374,0.5,-1,0,-1,-0.8,6
43381,0.5,0.5,0,0.33333333333333337,0,6
43477,1,0.5,0,-0.33333333333333326,-1,1
43529,0.5,-0,0.19999999999999996,0.33333333333333337,0,2
43558,0.5,1,0,0.33333333333333337,0,6
43614,-0,1,0,0.33333333333333337,0,6
43691,0.5,-0.5,-0.6,0.33333333333333337,0.19999999999999996,5
43761,0.5,1,1,-1,-1,6
43817,0.5,0.5,-1,0.33333333333333337,0.3999999999999999,3
43819,1,1,0.3999999999999999,0.33333333333333337,-0.19999999999999996,6
43820,0.5,-0,0.6000000000000001,0.33333333333333337,0.8,6
43864,0.5,0.5,0.19999999999999996,-0.33333333333333326,0,2
43878,0.5,-0,-0.6,0.33333333333333337,0.3999999999999999,4
43892,0.5,-0,0,0.33333333333333337,0.6000000000000001,6
43895,0.5,0.5,0,1,0.3999999999999999,3
43935,-0,0.5,0,0.33333333333333337,0.19999999999999996,3
43962,0.5,1,0,0.33333333333333337,-0.19999999999999996,1
43973,0.5,0.5,0,1,0.6000000000000001,2
44037,0.5,0.5,0,-0.33333333333333326,-0.19999999999999996,3
44057,0.5,1,-0.4,0.33333333333333337,0,2
44080,0.5,0.5,-0.4,-1,0,2
44085,-1,1,0,0.33333333333333337,1,5
44117,0.5,-0,0.6000000000000001,-0.33333333333333326,-0.4,6
44125,1,-0.5,-0.19999999999999996,0.33333333333333337,0.8,2
44134,-1,-0,0,-0.33333333333333326,1,6
44142,1,-0,-0.4,0.33333333333333337,1,3
44166,-0.5,0.5,0,-0.33333333333333326,0.6000000000000001,5
44216,1,0.5,-0.4,0.33333333333333337,0.6000000000000001,3
44223,1,-0,0,0.33333333333333337,0,1
44259,1,1,0.19999999999999996,0.33333333333333337,0,1
